	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	s_class	s_glat	s_glon	s_nan_spectra	s_zero_spectra
89	b'BD+56  2811'	22 35 00.1548	+57 36 14.162	14.0	14.0	0.0258	0.0252	90.0	A	O	b'2018yCat.1345....0G'		4.3651616999999996e-11	9.1201095e-11			1.1983949e-10	5.0466137e-10	5.942924e-10	6.966272e-10						Be	-0.5606125175676338	105.44695166305729	False	False
90	b'EM* MWC  916'	18 18 38.8197	-13 46 44.272	14.0	14.0	0.0372	0.038	90.0	A	O	b'2018yCat.1345....0G'	6.180169e-13	1.0232935e-12	7.46449e-12		2.5234834e-10	3.0060742e-11	2.7352705e-09	7.585777e-09	1.9319673e-08		4.197591e-12	2.2438810999999998e-11	7.211070999999999e-11		Be	0.8392000273947549	16.960877073041225	False	False
91	b'HD 306791'	11 36 31.5552	-61 34 25.731	14.0	14.0	0.0362	0.0327	90.0	A	O	b'2018yCat.1345....0G'	9.332549000000002e-09	3.1117167e-09	3.7239178e-09	4.466832e-10		3.3174137e-09	5.6623963e-09	6.1801693e-09	8.298501e-09						Be	0.012609874695264377	294.14035166698386	False	False
92	b'EM* UHA  132'	21 03 46.4693	+45 21 01.358	14.0	14.0	0.0226	0.0246	90.0	A	O	b'2018yCat.1345....0G'		5.888443e-13	1.4454393e-12			1.4079902e-12	1.2445153e-11	1.659588e-11	2.415463e-11						Be	-0.9753953777467379	86.85189893989771	False	False
93	b'EM* MWC  704'	02 10 41.036	+63 40 06.20	7.0	7.0	12.0	12.0	90.0	B	O	b'2012yCat.1322....0Z'	2.1379616999999998e-13		6.918312e-13	1.4125363e-12			8.222425500000001e-11	1.9952633e-10	4.645151e-10						Be	2.135840649889381	131.5844006096643	False	False
94	b'HD 303763'	11 02 50.8669	-59 19 05.879	14.0	14.0	0.0262	0.0231	90.0	A	O	b'2018yCat.1345....0G'	2.2908657999999997e-10	4.57088e-11	6.606929599999999e-11	6.606929599999999e-11		1.1081525e-10	4.830588e-10	7.961594e-10	1.5922075e-09		3.467368e-11	1e-10	1.2302692e-10		Be	0.6846950046924459	289.4673869317175	False	False
95	b'[MA93] 1005'	00 57 24.4647	-71 44 52.108	14.0	14.0	0.0318	0.02	90.0	A	O	b'2018yCat.1345....0G'			1.3212964999999998e-15		3.2658778000000005e-15	1.1363184e-15	4.6881287e-15	8.9742895e-15	1.164126e-14						Be	-45.372731665695525	302.26658540677846	False	False
96	b'BD-20  2183'	07 46 59.1371	-21 09 41.539	14.0	14.0	0.0213	0.023	90.0	A	O	b'2018yCat.1345....0G'	2.8840316e-10	5.1286142e-11	1.0471297e-10	8.317639e-11		1.4598223e-10	6.729768e-10	1.0839265e-09	2.443428e-09		7.244354e-11	1.4454393e-10	1.7782795e-10		Be	1.9822218038389747	237.9938270497296	False	False
97	b'V* QQ Gem'	06 33 05.5925	+16 56 55.521	14.0	14.0	0.0425	0.0387	90.0	A	O	b'2018yCat.1345....0G'		2.2908682999999995e-08	1.3963683e-08			2.4049175e-08	2.9444207000000002e-08	3.0060775e-08	3.5318305e-08						Be	3.7185580950477855	195.77779854016342	False	False
98	b'TYC 5979-1136-1'	07 30 38.9974	-15 17 49.882	14.0	14.0	0.0306	0.0299	90.0	A	O	b'2018yCat.1345....0G'	1.8197018e-13	7.7624776e-14	3.0199487e-13	3.630784e-13		4.0737997e-13	6.854889e-12	9.57194e-12	1.1857697e-11		1.5848926e-13	4.677351999999999e-13	7.244354000000001e-13		Be	1.4819245639519951	230.97856891987323	False	False
99	b'[KRL2007b] 194'	16 36 30	-47 37.5	4.0	4.0			0.0	D		b'2010ApJS..188..405A'															Be	-0.2144517049950779	337.0222619349824	True	False
100	b'WRAY 15-1560'	16 54 37.4417	-41 47 07.188	14.0	14.0	0.0353	0.0305	90.0	A	O	b'2018yCat.1345....0G'	1.2445153e-12	7.9432755e-13	1.6943381000000001e-12		5.92925e-12	2.2304892000000005e-12	1.8620891e-11	3.7153496000000004e-11	8.109618e-11						Be	1.1428910662665621	343.54888083517625	False	False
101	b'PN H  2-48'	18 46 35.1189	-23 26 48.246	14.0	14.0	0.2391	0.231	90.0	A	O	b'2018yCat.1345....0G'			1e-13			4.4884831999999995e-13	2.9040247000000003e-12	3.0690252999999996e-12	1.2705744000000001e-11						Be	-9.447710201720305	11.341379248855946	False	False
102	b'THA 17-6'	12 58 43.7336	-64 15 31.635	14.0	14.0	0.0251	0.025	90.0	A	O	b'2018yCat.1345....0G'		3.8904528e-14	1.7377999e-13			3.3736498000000003e-13	5.5846985e-12	1.0739897999999999e-11	2.1577426000000002e-11						Be	-1.3982490528500098	303.72368398713144	False	False
103	b'EM* LkHA  131'	20 46 36.8401	+43 44 35.292	14.0	14.0	0.1137	0.1622	90.0	A	O	b'2018yCat.1345....0G'		3.1622777000000002e-15				3.9174223e-14	7.030725e-12	1.8281005e-11	4.1495408000000004e-11						Be	0.32002122863242183	83.65041382460218	False	False
104	b'HD 328990'	16 50 25.3884	-46 09 19.088	14.0	14.0	0.0455	0.0421	90.0	A	O	b'2018yCat.1345....0G'	2.0892947e-11	8.709628e-12	1.9498445e-11	2.454711e-11		4.0907243e-11	1.6180787e-09	1.9498444e-08	2.1877623999999997e-07		1.0471297e-11	2.951211e-11	3.3884395e-11		Be	-1.0459145930496678	339.69169925577637	False	False
105	b'BD-06  1895'	07 02 13.6735	-06 18 08.813	14.0	14.0	0.0381	0.0373	90.0	A	O	b'2018yCat.1345....0G'		1.1481546999999999e-10	1.1748967e-10			1.4298818e-10	1.9952633e-10	2.2387231e-10	3.0269132e-10						Be	-0.4826806225621842	219.768304509051	False	False
106	b'EM* GGR   52'	22 13 41.7571	+57 14 09.025	14.0	14.0	0.0251	0.0247	90.0	A	O	b'2018yCat.1345....0G'	3.0199487e-13	2.1877624e-13	1e-13			1.2909218000000001e-12	7.227702e-11	1.4190589e-10	3.1622777e-10						Be	0.6557510252638791	102.82419422783771	False	False
107	b'CPD-60  3144'	11 36 21.9356	-61 37 28.466	14.0	14.0	0.0342	0.0317	90.0	A	O	b'2018yCat.1345....0G'		1.2161861e-11	1.4588128e-11			1.5240514e-11	2.2855998000000002e-11	2.415463e-11	3.1695705e-11						Be	-0.04148217335540642	294.1366036994233	False	False
108	b'EM* AS  496'	22 39 43.216	+57 41 40.39	7.0	7.0	14.0	13.0	0.0	B	O	b'2012yCat.1322....0Z'		6.1659494e-13	2.0417398e-12	2.7542259999999998e-12			7.227702e-11	1.2882485e-10	2.6242167e-10		1.1220188999999999e-12	3.1622777e-12	5.0118703e-12		Be	-0.7918820456971087	106.04114395359835	False	False
109	b'HD 228256'	20 11 54.3688	+40 00 29.624	14.0	14.0	0.0232	0.0263	90.0	A	O	b'2018yCat.1345....0G'	1.1481546999999999e-10	3.9810752000000004e-11	9.549916e-11			1.0734946000000001e-10	3.9445704e-09	7.762477e-09	1.7498468e-08						Be	3.364711590210117	76.83905754950193	False	False
110	b'FBS 0747+729'	07 53 39.4662	+72 49 58.938	14.0	14.0	0.0288	0.0373	90.0	A	O	b'2018yCat.1345....0G'						1.5599114999999999e-16	1.2882485e-15	2.1877624e-15	2.5176771e-15						Be	30.405185614448012	142.18185787260245	False	False
111	b'IRAS 18257-1148'	18 28 33.405	-11 46 44.19	7.0	7.0	80.0	60.0	0.0	B	N	b'2003yCat.2246....0C'		3.9810753e-19		4.1686926e-15			4.3752189999999995e-15	3.828248999999999e-12	1.9588438e-10						Be	-0.3577445476425677	19.859938113966898	False	False
112	b'EM* MWC  454'	02 59 23.0327	+57 42 51.896	14.0	14.0	0.023	0.0214	90.0	A	O	b'2018yCat.1345....0G'	1.096478e-12	1.8197016999999998e-12	5.128614e-12			1.2841024000000001e-11	8.790230000000001e-10	1.7701095e-09	3.2734095e-09						Be	-1.0150892465405768	139.37057461333626	False	False
113	b'UCAC4 105-012573'	05 28 58.8545	-69 03 55.144	14.0	14.0	0.0497	0.0566	90.0	A	O	b'2018yCat.1345....0G'		1.7782793999999997e-16		6.729768e-15		1.250836e-16	6.3533016e-17								Be	-32.53683924502038	279.56064473122115	False	False
114	b'Jacoby SMC 17'	00 51 36.63	-73 20 17.0	6.0	6.0	150.0	120.0	8.0	B	I	b'2003yCat.2246....0C'		4.497797000000001e-19	9.20451e-19		5.7279528e-18		7.3790427e-17	1.9230935000000003e-16	2.2750994e-15						Be	-43.79019111646141	302.91478758210087	False	False
115	b'BD+62    99'	00 32 13.2337	+63 12 28.994	14.0	14.0	0.0238	0.0266	90.0	A	O	b'2018yCat.1345....0G'	1.2302692e-11	3.7153496e-12	1.14815475e-11			1.7988715e-11	2.1527827000000003e-10	3.9994497000000003e-10	8.241388e-10						Be	0.417065361235127	120.76832554466006	False	False
116	b'BD+58   492'	02 36 44.3302	+59 22 36.989	14.0	14.0	0.0246	0.0272	90.0	A	O	b'2018yCat.1345....0G'		1.07151866e-11	3.5481353999999996e-11			6.790467e-11	1.2705744e-09	2.1037783e-09	4.1399932e-09						Be	-0.7988314302293421	135.98879590634482	False	False
117	b'UCAC4 571-023780'	06 05 09.8450	+24 11 27.904	14.0	14.0	0.0261	0.0245	90.0	A	O	b'2018yCat.1345....0G'			1.9952631000000003e-12	9.332549e-14		8.729713e-14	1.4588128000000001e-12	3.2359382000000002e-12	3.5727322e-12						Be	1.3780810662522247	186.30096524809073	False	False
118	b'HD 255103'	06 19 39.9689	+18 22 17.309	14.0	14.0	0.0762	0.0606	90.0	A	O	b'2018yCat.1345....0G'	3.1622777000000003e-11	8.709628e-12	3.0199484999999997e-11	1.122019e-11		6.254604000000001e-11	6.606929599999999e-11	8.128302e-11	8.830800999999999e-11		1.0232935000000001e-11	4.8977836e-11	8.9125055e-11		Be	1.54711254230596	193.0290342604991	False	False
119	b'HD 303075'	10 35 32.2821	-58 15 22.243	14.0	14.0	0.0354	0.037000000000000005	90.0	A	O	b'2018yCat.1345....0G'	6.1659494e-10	9.549916e-11	1.0715186399999999e-10	7.079464e-11	1.5848925e-10	1.1447208999999999e-10		1.4927936999999999e-10	1.5776111000000001e-10		1.2022643e-10	8.9125055e-11	5.8884425e-11		Be	0.030495905662528137	285.83354686938696	False	False
120	b'[D75b] Em* 22+078'	22 40 24.6496	+58 58 26.080	14.0	14.0	0.0232	0.023	90.0	A	O	b'2018yCat.1345....0G'		3.8018934e-13	1.6595879e-12			3.1203245e-12	1.3273949e-10	2.9444208e-10	6.280588e-10						Be	0.28482424720743005	106.73806274696705	False	False
121	b'V* BQ Cru'	12 43 32.8065	-63 06 11.809	14.0	14.0	0.0279	0.0266	90.0	A	O	b'2018yCat.1345....0G'		2.5118842e-13	3.1622777e-12			7.39606e-13	1.8113416e-10	4.2657963e-10	8.511386599999999e-10						Be	-0.2452055238456486	302.0396020460298	False	False
122	b'[MLD95] SMC  2'	00 57 44.6	-72 15 27	5.0	5.0			0.0	D		b''			5.01187e-16												Be	-44.86245490819853	302.2542629321717	False	False
123	b'EM* MWC  466'	04 04 09.6777	+52 18 54.430	14.0	14.0	0.0319	0.0187	90.0	A	O	b'2018yCat.1345....0G'		1.0715186000000001e-13	1.6595879e-12	3.7153496e-12		5.5680083e-12	1.1271976e-09	3.1622776e-09	9.5940145e-09						Be	-0.10969178695163566	150.0346769439342	False	False
124	b'LIN 136'	00 49 29.2	-72 35 32	5.0	5.0			0.0	D		b'2004AJ....127.1632O'		1.1481547e-15	7.9432754e-16												Be	-44.53525452696446	303.1366577096892	False	False
125	b'THA 14-39'	18 50 09.0272	-05 15 04.135	14.0	14.0	0.0274	0.0267	90.0	A	O	b'2018yCat.1345....0G'		9.549915999999999e-17	1.9498443999999997e-15	2.0892946e-15		1.0884297e-14	2.4603663e-12	1.1561115e-10	8.79023e-09						Be	-2.1063105911707107	28.109912767471148	False	False
126	b'EM* GGA  168'	02 25 17.9235	+57 32 45.663	14.0	14.0	0.0254	0.0303	90.0	A	O	b'2018yCat.1345....0G'			2.5118842e-14			1.5342628e-13	1.4791086000000001e-12	2.3388396e-12	3.0338937000000002e-12						Be	-3.0565899827184837	135.28779775187112	False	False
127	b'CPD-57  3531'	10 36 05.9416	-58 14 27.172	14.0	14.0	0.0397	0.042	90.0	A	O	b'2018yCat.1345....0G'	2.3442281e-10	5.01187e-11	5.2480777e-11	3.3113148e-11	7.079464e-11	5.6104746e-11	5.5846987e-11	5.01187e-11	5.1760655e-11		6.16595e-11	4.1686928000000004e-11	2.754226e-11		Be	0.08041479806600897	285.8900187234388	False	False
128	b'BD+54  2358'	20 28 41.1859	+54 47 15.275	14.0	14.0	0.0291	0.027999999999999997	90.0	A	O	b'2018yCat.1345....0G'		1.4791087e-11	1.3182563500000002e-11			2.0286188000000002e-11	4.6665904e-11	5.457584399999999e-11	7.3790425e-11						Be	9.280602921576188	90.76125693772195	False	False
129	b'BD+38  4093'	20 27 10.2126	+38 54 01.562	14.0	14.0	0.0201	0.0221	90.0	A	O	b'2018yCat.1345....0G'		2.8183816e-12	1.659588e-11			5.3382614000000004e-11	6.3241132e-09	1.6180803999999998e-08	3.6982804e-08						Be	0.30755656897113337	77.5882335898401	False	False
130	b'V* V Sge'	20 20 14.6910	+21 06 10.437	14.0	14.0	0.022000000000000002	0.0176	90.0	A	O	b'2018yCat.1345....0G'		5.3703123e-12	6.025592400000001e-12	2.8840318e-12		6.581126700000001e-12	4.8417284e-11	7.709036e-11	1.5452549e-10						Be	-8.602050408192595	62.052947229626255	False	False
131	b'EM* GGR   71'	22 26 38.7340	+61 13 31.562	14.0	14.0	0.0538	0.0634	90.0	A	O	b'2018yCat.1345....0G'		2.8183817e-14	3.3884394e-13			1.1590448999999999e-12	1.1481546999999999e-10	1.0232936e-09	2.1379616e-08						Be	3.0932861104930085	106.39109736836654	False	False
132	b'EM* MWC 1030'	20 46 25.0031	+44 55 45.144	14.0	14.0	0.0277	0.0366	90.0	A	O	b'2018yCat.1345....0G'		3.3113146999999997e-13	2.951211e-12			1.6076801000000003e-11	1.9453579999999998e-09	4.2072625e-09	1.145513e-08						Be	1.0894711733319868	84.55379018201027	False	False
133	b'LIN 200'	00 51 57.7619	-73 14 21.939	14.0	14.0	0.0773	0.0552	90.0	A	O	b'2018yCat.1345....0G'		3.2136604e-18	6.3095625000000005e-18		1.5995598e-17	8.048236000000001e-18	1.8238944000000002e-17	7.550926999999999e-17	1.8407735e-15						Be	-43.88877142342059	302.87942874837535	False	False
134	b'MSX6C G020.6916-01.4406'	18 34 03.0029	-11 32 32.214	14.0	14.0	0.0505	0.0523	90.0	A	O	b'2018yCat.1345....0G'						3.0116174e-16	5.248078e-13	1.9952632e-11	5.7411625e-10						Be	-1.4408435832907929	20.69184278820968	False	False
135	b'[BE74] 506'	05 02 33.4650	-71 20 28.614	14.0	14.0	0.0203	0.0235	90.0	A	O	b'2018yCat.1345....0G'		4.0737995e-15	4.365162e-15	3.890453e-15		4.681658e-15	5.2480777e-15	6.760828499999999e-15	1.1481548000000001e-14		4.6773524000000005e-15	3.890453e-15			Be	-34.212083466615056	282.8092964553826	False	False
136	b'BD-20  1891'	07 22 36.2486	-20 54 34.814	14.0	14.0	0.0318	0.0487	90.0	A	O	b'2018yCat.1345....0G'		1.9543411e-10	1.9230935e-10			2.2892868e-10	3.9084092000000003e-10	4.1975912e-10	6.309576e-10						Be	-2.8676577724872887	235.00878579347588	False	False
137	b'Cl* Westerlund    1      W       9'	16 47 04.1422	-45 50 31.307	14.0	14.0	0.8198	0.8104	90.0	A	O	b'2018yCat.1345....0G'		1.584896e-22	3.388447e-18	3.3884394999999996e-15	1.8197016999999998e-12	3.0074606e-14	9.099135000000001e-08								Be	-0.39843593759551227	339.5567280618976	False	False
138	b'V* EU Ser'	18 19 09.3932	-13 50 41.202	14.0	14.0	0.0364	0.0417	90.0	A	O	b'2018yCat.1345....0G'		1.0715186000000001e-13	6.950243299999999e-15		1.1939871e-13	4.1995275e-15	1.6982418999999997e-12	2.0417399e-11			5.623413000000001e-15	1.6255504e-14	3.1188925e-14		Be	0.6990772194512547	16.96138866501381	False	False
139	b'Cl* NGC 3293    BVC     100'	10 35 38.1407	-58 12 20.723	14.0	14.0	0.0295	0.0295	90.0	A	O	b'2018yCat.1345....0G'	2.2908658e-13	1.2882485e-13	1.659588e-13	2.1379616999999998e-13	2.8183817e-13	1.726632e-13	3.908409e-13	4.0086643e-13	4.3351097e-13						Be	0.08063422914562407	285.8196282293199	False	False
140	b'UCAC4 101-006480'	05 04 52.3275	-69 54 43.918	14.0	14.0	0.0372	0.0394	90.0	A	O	b'2018yCat.1345....0G'						9.714044e-17	3.890453e-15	1.8197019e-14	2.8183817e-14						Be	-34.42393227879494	281.0824151320808	False	False
141	b'WRAY 15-966'	12 23 13.3612	-62 20 06.287	14.0	14.0	0.0125	0.0134	90.0	A	O	b'2018yCat.1345....0G'		4.365162e-14	2.8840317000000006e-14			3.793154e-14									Be	0.3574662301841761	299.6632745591338	False	False
142	b'CPD-60  3122'	11 36 08.0250	-61 38 38.205	14.0	14.0	0.0348	0.0362	90.0	A	O	b'2018yCat.1345....0G'		9.1201095e-11	1e-10			9.60506e-11	2.4660404e-10	3.775719e-10	6.222998e-10						Be	-0.06793728278544411	294.115778457744	False	False
143	b'LIN 212'	00 52 30.8560	-73 13 38.952	14.0	14.0	0.0271	0.0207	90.0	A	O	b'2018yCat.1345....0G'		1.4125363e-15	1.3182564000000001e-15		3.4673681e-15	1.4216726000000002e-15	4.22669e-15	6.7452876e-15	1.3583146599999997e-14						Be	-43.90054052317779	302.8241576240836	False	False
144	b'[MA93]  549'	00 52 12.96	-72 31 47.1	6.0	6.0	100.0	70.0	1.0	B	I	b'2003yCat.2246....0C'			1.5848925e-14				1.786487e-15	1.9364207e-15	1.5031421e-15						Be	-44.59837851035324	302.8499115880282	False	False
145	b'UCAC4 105-013663'	05 35 43.6492	-69 09 31.171	14.0	14.0	0.0384	0.0387	90.0	A	O	b'2018yCat.1345....0G'				8.317639000000001e-17		1.976516e-16	2.3442283e-15	4.4668320000000005e-15	1.0715186000000001e-14						Be	-31.92835086906839	279.5701287201435	False	False
146	b'EM* LkHA  202'	00 43 49.6994	+62 15 23.039	14.0	14.0	0.0236	0.0231	90.0	A	O	b'2018yCat.1345....0G'		1e-13	1e-14			5.369086e-13	3.5399718e-11	8.851147e-11	1.7660368e-10						Be	-0.6022634929898796	122.04640815742177	False	False
147	b'[MLD95] LMC 2-488'	05 42 12.9108	-67 54 10.250	8.0	8.0	300.0	300.0	90.0	C	I	b'2009AJ....138.1003B'		5.370312e-15	4.4668320000000005e-15												Be	-31.471988228861505	278.02825421254465	False	False
148	b'Gaia 18atq'	17 21 06.2678	-37 10 12.338	14.0	14.0	0.1456	0.136	90.0	A	O	b'2018yCat.1345....0G'					6.309575999999999e-16	2.2714351e-17	1.6069424e-12	1.4996835000000002e-11	4.9888444e-11						Be	-0.18061167680345236	350.30241381738784	False	False
149	b'EM* StHA   22'	03 40 42.4340	+12 56 53.237	14.0	14.0	0.0594	0.0416	90.0	A	O	b'2018yCat.1345....0G'		1.0715186e-12	1.9498444e-12			1.2502593000000002e-12	2.8183816e-12	3.1550017000000004e-12	3.7583725e-12						Be	-32.62763974020591	174.1064778267635	False	False
150	b'EM* GGR  144'	23 25 01.0168	+61 36 15.353	14.0	14.0	0.02	0.0199	90.0	A	O	b'2018yCat.1345....0G'		2.5118841e-12	6.309576e-12			2.1237324e-12	3.6897794e-11	6.137622e-11	9.749904e-11						Be	0.4363586543632236	112.84684418071363	False	False
151	b'BD+57   607a'	02 40 09.2293	+57 45 41.680	14.0	14.0	0.0239	0.0251	90.0	A	O	b'2018yCat.1345....0G'		4.466832e-12	1.8620891e-11			4.1380937e-11	1.0592528e-09	2.1877624e-09	6.6221664e-09						Be	-2.1003706819230006	137.04437103536938	False	False
152	b'[MLD95] LMC 1-415'	05 30 22.8699	-71 05 45.795	8.0	8.0	300.0	300.0	90.0	C	I	b'2009AJ....138.1003B'		2.1379617000000004e-16	1.9952631e-16												Be	-32.09035862051209	281.90899760448445	False	False
153	b'BD+46  3022'	20 43 19.5521	+46 34 14.044	14.0	14.0	0.0254	0.0242	90.0	A	O	b'2018yCat.1345....0G'		2.0892947e-11	3.7153496000000004e-11			4.648365e-11	1.28233e-10	1.3061714e-10	1.462177e-10						Be	2.531682610227063	85.50546663407684	False	False
154	b'CPD-60  3149'	11 36 21.85	-61 36 29.8	6.0	6.0			0.0	D		b'2005ApJ...622.1052M'		4.3651616999999996e-11	4.6773522999999995e-11												Be	-0.02591699020119509	294.1317749246397	False	False
155	b'EM* MWC  715'	02 29 16.0879	+58 35 37.588	14.0	14.0	0.0237	0.0346	90.0	A	O	b'2018yCat.1345....0G'		1.0964780999999999e-11	2.6302684000000004e-11			3.8132896e-11	2.3067467e-10	2.877396e-10	3.775719e-10						Be	-1.889958620839497	135.39813026434996	False	False
156	b'BD+23  3183'	17 47 03.2745	+23 19 45.353	14.0	14.0	0.0202	0.0313	90.0	A	O	b'2018yCat.1345....0G'		9.1201095e-11	9.772367e-11			1.1420895500000001e-10	8.413955e-10	6.760829e-09	6.237349500000001e-08						Be	24.02580205606264	47.929915734937	False	False
157	b'LHA 120-S  71'	04 54 05.7441	-69 05 28.167	14.0	14.0	0.0231	0.0264	90.0	A	O	b'2018yCat.1345....0G'		4.7752916e-14	1.9364206e-13	4.677351999999999e-13	7.5857775e-12	7.1466124e-13	1.0616956000000001e-10	6.2661376e-10	1.3212965e-09		9.549915699999999e-14	6.918312e-13	2.2908658e-12		Be	-35.56082526669829	280.4467796512479	False	False
158	b'CD-47  4412'	08 49 53.7690	-48 03 39.060	14.0	14.0	0.0219	0.0271	90.0	A	O	b'2018yCat.1345....0G'		9.817471e-11	2.570395e-10	1.2882485e-10		3.0981348e-10	2.6977378e-09	4.064435e-09	7.762477e-09		1.0232935e-10	2.2908657999999997e-10	4.897783299999999e-10		Be	-2.593529113282687	267.36658742093056	False	False
159	b'HD 306793'	11 35 22.0704	-61 32 10.945	14.0	14.0	0.0398	0.0329	90.0	A	O	b'2018yCat.1345....0G'		2.4774223999999998e-11	2.9376526000000004e-11	1.4454392499999998e-11		2.0577862e-11	5.6104746e-11	6.3095765e-11	7.709036e-11		2.3988336e-11	1.7782794e-11	1.0964780999999999e-11		Be	0.00876574794906065	293.99750902813963	False	False
160	b'EM* MWC  819'	06 44 37.6690	+01 19 32.613	14.0	14.0	0.0377	0.0488	90.0	A	O	b'2018yCat.1345....0G'		1e-13	5.01187e-16			2.3637416e-15	7.961594e-13	3.6643768e-11	2.6363285e-09						Be	-0.910179998358104	210.9755221624236	False	False
161	b'CD-31  5144'	07 51 00.5432	-31 25 36.599	14.0	14.0	0.019	0.0256	90.0	A	O	b'2018yCat.1345....0G'		8.912505e-12	1.4125363000000001e-11			1.878018e-11	5.9020094e-11	7.144964499999999e-11	8.241388000000001e-11						Be	-2.439907345014433	247.30376347176	False	False
162	b'BD-07  1774'	07 09 24.9434	-08 01 10.430	14.0	14.0	0.0304	0.0313	90.0	A	O	b'2018yCat.1345....0G'		6.309576e-12	1.3182563500000002e-11	1.4454392499999998e-11		1.684226e-11	1.1939871000000001e-10	1.8365381000000002e-10	3.2960945e-10		9.772367e-12	1.6982419e-11	1.9498445e-11		Be	0.3119690574188517	222.11260507636476	False	False
163	b'IRAS 18598-0232'	19 02 29.971	-02 27 57.05	7.0	7.0	60.0	60.0	90.0	B	I	b'2003yCat.2246....0C'					3.0199485e-16		3.801893e-14	5.997908999999999e-12	4.539412e-10			7.4473155e-17	5.058252000000001e-17		Be	-3.5843174066015795	31.995476166361843	False	False
164	b'EM* GGA  163'	02 23 04.1854	+57 07 38.765	14.0	14.0	0.022000000000000002	0.0305	90.0	A	O	b'2018yCat.1345....0G'		1.9230935e-11	4.4936607e-11		1.5903763999999998e-10	6.218709000000001e-11	2.084492e-10	2.5822583e-10	3.198896e-10						Be	-3.5540973434851657	135.1528840649609	False	False
165	b'EM* MWC  800'	06 18 52.9639	+21 19 02.245	14.0	14.0	0.0485	0.0419	90.0	A	O	b'2018yCat.1345....0G'		3.1622776e-13	7.4131005e-12	1.122019e-11		2.4963172e-11	2.5703948e-09	7.943275e-09	1.3243421999999999e-08						Be	2.7735346444674085	190.34236693530312	False	False
166	b'HD 262741'	06 43 36.1249	+07 14 48.156	14.0	14.0	0.0377	0.0372	90.0	A	O	b'2018yCat.1345....0G'	4.2657964e-11	1.1748967e-11	4.0737996e-11			5.7822947999999996e-11	1.6481623999999998e-10	3.0902939e-10	7.379043e-10						Be	1.5665891906155085	205.59087102674576	False	False
167	b'IRAS 16053-5528'	16 09 20.19	-55 36 10.0	6.0	6.0	60.0	60.0	90.0	B	I	b'2003yCat.2246....0C'							5.445027e-15	1.7947324000000001e-13	8.530996e-12						Be	-2.8403622337610783	328.3956563643818	False	False
168	b'CD-26  4955'	07 46 36.1967	-26 41 40.034	14.0	14.0	0.0226	0.0297	90.0	A	O	b'2018yCat.1345....0G'	7.7624775e-11	1.4125363000000001e-11	3.0199484999999997e-11	3.8018932e-11		5.6702226e-11	3.4197975e-10	5.3456395e-10	1.2105986e-09		2.2908658e-12	6.025591999999999e-11	6.025591999999999e-11		Be	-0.8763547001981049	242.7326104495372	False	False
